134,1.395,0.74,0.664,3.49,0.36,6.547
135,1.4,0.54,0.145,3.48,3.45,0.706
136,3.028,2.21,3.885,4.86,0.8,6.258
137,0.439,1.15,61.052,5.15,1.1,1.467
138,2.001,4.29,2.53,1.16,1.73,4.092
139,0.577,2.42,1.147,1.11,0.28,2.427
140,4.06,5.16,0.487,2.71,0.31,0.902
141,1.548,4.67,0.387,3.09,0.59,4.736
142,0.0,0.0,0.0,0.0,0.0,0
143,1.4,3.15,0.709,0.32,3.6,0.36
144,1.738,2.16,3.523,2.98,0.54,6.1
145,0.22,2.1,0.935,2.2,0.31,0.282
146,1.189,2.28,12.145,3.6,1.73,0.109
147,3.755,3.51,1.661,0.76,0.83,4.904
148,0.22,6.83,0.801,0.1,0.25,0.028
149,1.408,1.14,0.231,0.63,3.67,1.118
150,0.0,3.37,0.319,0.16,4.36,0.312
151,3.009,4.83,1.55,3.29,0.34,7.913
152,3.36,2.16,3.523,5.43,0.54,0.834
153,1.304,0.81,0.04,3.77,4.28,0.274
154,3.053,3.13,0.599,0.3,1.42,6.104
155,4.357,2.41,2.454,3.5,0.45,6.062
156,0.453,0.0,0.0,2.83,0.0,0.462
157,0.752,2.53,1.905,0.16,0.38,5.021
158,3.195,1.73,0.195,0.44,0.18,1.312
159,0.892,0.02,0.037,0.13,0.87,0.88
160,3.495,2.19,0.615,0.24,0.31,7.668
161,4.164,1.08,0.74,0.95,0.64,6.209
162,1.477,3.9,0.563,0.36,0.33,6.21
163,4.881,4.57,0.599,0.35,1.31,3.334
164,0.22,4.29,0.12,0.08,2.46,0.034
165,0.439,2.99,1.033,1.11,0.11,1.676
166,2.311,4.61,0.585,0.39,0.55,7.31
167,0.604,4.45,0.904,4.49,0.57,0.559
168,3.937,1.54,0.146,0.66,1.71,0.213
169,1.62,5.39,1.764,0.57,0.81,1.852
170,2.023,1.08,0.74,0.95,0.64,6.662
171,1.62,4.61,0.922,2.8,0.13,0.748
172,2.589,3.75,0.62,0.16,0.29,7.429
173,3.083,4.16,1.679,0.27,0.34,4.558
174,0.604,2.97,1.227,3.12,1.44,0.146
175,4.55,2.16,3.523,2.98,0.54,5.584
176,0.0,4.91,0.165,0.13,2.66,0.109
177,1.277,1.02,1.205,2.84,0.62,0.159
178,2.37,0.36,2.401,2.61,4.49,0.098
179,2.292,1.28,1.175,0.34,0.25,0.842
180,0.22,3.54,4.255,0.12,0.16,0.681
181,1.62,4.84,1.175,0.66,0.6,0.718
182,1.304,1.02,0.039,0.31,2.43,0.55
183,0.0,3.56,0.318,1.29,3.95,0.165
184,2.152,0.17,8.046,4.04,1.73,3.19
185,1.757,1.28,0.941,0.23,0.17,0.704
186,1.741,1.27,3.374,0.27,0.76,1.441
187,3.92,2.24,1.455,0.45,0.7,4.742
188,0.865,0.08,0.0,0.34,0.1,0.274
189,0.439,2.24,1.455,0.45,0.7,2.574
190,3.832,1.87,1.73,6.39,0.51,6.44
191,0.132,1.93,2.101,4.9,2.03,0.272
192,5.197,1.5,0.058,0.79,0.68,3.639
193,2.537,2.11,1.491,3.33,2.03,1.37
194,2.438,0.08,0.0,0.34,0.1,0.736
195,0.0,0.0,0.0,1.4,0.0,0
196,0.013,0.0,0.0,0.0,0.0,0.0
197,0.659,0.76,0.02,5.2,4.01,0.301
198,0.0,2.4,0.673,2.98,0.28,2.064
199,0.955,1.93,4.044,3.3,0.87,7.439
200,3.712,3.03,1.889,1.56,0.41,5.047
201,3.025,5.34,1.308,3.67,0.7,6.089
202,0.0,5.36,0.077,0.3,0.12,0.147
203,0.132,0.92,0.636,0.28,1.0,0.179
204,2.018,2.44,4.216,2.86,0.51,0.16
205,0.892,3.51,1.661,0.76,0.83,0.325
206,3.926,0.38,0.851,0.58,0.46,0.748
207,4.697,2.24,1.455,2.9,0.7,10
208,4.889,3.19,0.4,3.03,0.33,10
209,0.516,0.67,1.985,8.07,1.04,5.684
210,3.497,5.25,0.822,2.32,0.47,0.581
211,1.636,3.48,0.826,9.65,0.3,7.944
212,4.357,6.29,0.971,1.59,0.85,5.709
213,0.0,2.24,1.455,0.45,0.7,3.067
214,4.025,0.64,1.63,3.66,0.57,8.812
215,1.18,1.53,0.524,1.22,0.16,0.311
216,0.0,2.25,1.184,5.89,1.12,0.293
217,0.0,0.0,0.0,0.0,0.0,0
218,2.504,3.78,3.207,0.52,0.7,7.406
219,0.961,1.85,1.358,0.51,0.19,0.149
220,0.769,1.5,0.628,0.27,0.78,1.363
221,4.357,4.61,0.922,0.36,0.13,6.105
222,0.384,2.48,0.251,5.94,3.91,1.417
223,0.516,4.19,3.158,1.07,2.78,0.254
224,0.0,3.9,1.158,2.58,0.66,1.447
225,1.771,4.35,0.871,1.24,0.48,8.688
226,2.015,6.16,1.969,0.28,0.06,0.592
227,1.032,2.93,6.133,3.37,1.65,6.116
228,3.684,0.64,1.63,1.21,0.57,6.146
229,2.808,2.08,3.702,2.7,0.24,6.405
230,0.865,0.23,0.805,0.52,0.34,1.623
231,0.0,1.38,2.327,4.07,1.05,0.811
232,2.835,0.0,0.0,0.0,0.0,6.447
233,3.099,2.24,1.455,2.9,0.7,2.513
234,0.0,0.88,0.358,2.49,0.43,1.459
235,4.834,4.67,0.387,2.04,0.59,9.598
236,0.22,0.0,0.0,0.0,0.0,0.0
237,3.415,0.65,0.066,2.89,3.56,1.989
238,0.571,5.21,1.558,2.91,0.47,3.503
239,0.0,0.65,0.064,2.88,3.49,1.101
240,0.0,3.56,0.318,1.29,3.95,0.165
241,1.2,0.78,0.137,0.1,0.36,5.649
242,1.043,5.78,0.953,3.25,0.09,3.452
243,2.976,0.91,3.315,0.78,1.41,0.905
244,1.82,2.99,1.033,3.55,0.11,7.009
245,0.0,3.56,0.318,1.29,3.95,0.165
246,0.0,0.0,0.0,0.03,0.0,0.438
247,4.318,1.95,0.583,0.49,0.22,1.646
248,1.573,1.02,1.205,2.84,0.62,5.686
249,3.108,1.97,0.452,0.27,0.1,3.516
250,1.34,3.65,4.031,3.02,0.08,7.03
251,2.825,4.64,0.261,2.16,0.54,3.689
252,0.0,1.05,0.885,2.33,0.22,1.33
253,0.0,0.0,0,2.45,0.0,0
254,3.876,3.95,0.723,7.64,0.14,6.645
255,3.728,2.96,1.634,0.99,0.35,3.427
256,3.798,2.26,3.817,3.45,1.09,3.409
257,3.657,2.16,3.523,2.98,0.54,6.562
258,2.891,4.07,4.85,0.63,0.49,4.226
259,1.577,0.0,0.0,0.81,0.0,0.928
260,0.0,1.5,0.055,0.15,4.07,0.0
261,3.544,4.02,1.081,0.49,0.32,10
262,1.332,2.17,0.849,0.79,0.98,1.139
263,0.22,3.9,1.158,5.03,0.66,1.447
264,0.0,0.0,0,2.45,0.0,0
265,3.445,5.36,1.188,2.71,0.25,2.766
266,0.0,4.8,0.694,0.04,2.89,0.067
267,3.226,3.75,0.452,1.02,2.92,0.27
268,2.88,3.01,1.741,0.04,0.54,0.787
269,0.233,2.38,1.088,2.99,0.31,0.31
270,0.0,2.24,1.455,2.9,0.7,2.01
271,1.452,2.82,1.849,1.75,1.78,0.995
272,1.18,2.83,1.347,0.08,0.0,1.995
273,0.0,6.15,0.627,0.57,0.32,0.197
274,1.768,0.4,0.738,0.45,1.59,3.583
275,4.593,5.53,0.839,1.35,1.05,3.198
276,0.0,3.56,0.318,1.29,3.95,0.165
277,0.769,3.79,0.197,0.07,3.4,0.142
278,0.0,0.0,0,0.0,0.0,0
279,2.383,5.5,0.49,1.48,0.77,3.408
280,2.977,1.45,1.449,0.58,0.79,0.261
281,0.736,0.81,0.06,3.27,2.0,6.081
282,0.0,0.0,0.0,0.0,0.0,0
283,1.112,2.42,1.935,3.76,0.29,1.998
284,2.204,1.77,0.73,2.62,0.14,7.246
285,0.673,4.45,2.948,3.26,0.62,0.064
286,0.22,2.0,10.218,0.0,0.27,0.485
287,0.892,3.01,1.741,0.04,0.54,0.131
288,2.369,2.41,2.454,3.5,0.45,6.062
289,1.524,3.34,0.471,1.49,0.31,0.877
290,0.0,0.0,0.0,0.0,0.0,0
291,0.502,0.0,0.0,0.0,0.0,0.462
292,1.908,2.24,1.455,2.9,0.7,1.882
293,2.523,2.37,3.317,2.96,1.01,1.886
294,0.868,0.0,0.0,0.27,0.0,0.438
295,0.439,5.14,0.902,0.79,1.37,0.669
296,3.377,3.73,1.813,5.24,0.25,1.621
297,1.699,1.55,2.813,3.64,0.88,5.12
298,2.133,2.24,1.455,0.45,0.7,5.201
299,3.453,4.1,1.939,6.44,0.2,6.564
300,1.721,0.0,0.0,0.0,0.0,9.483
301,2.468,3.27,1.149,0.54,1.98,0.559
302,0.0,3.95,2.292,2.12,0.55,0.892
303,3.033,3.72,1.295,0.17,2.82,1.732
304,1.864,1.22,2.646,9.28,1.05,3.058
305,4.524,1.13,0.356,0.6,0.78,1.198
306,4.829,4.13,2.18,2.81,0.34,2.15
307,2.498,3.7,0.359,0.24,2.58,0.173
308,0.703,5.03,0.288,1.39,0.77,8.182
309,2.237,1.6,0.101,7.24,0.97,0.804
310,0.582,2.37,1.512,4.72,0.74,0.349
311,4.53,5.64,0.959,2.49,0.33,6.614
312,0.604,3.73,1.211,0.36,0.61,0.814
313,0.0,1.92,0.986,5.79,3.22,0.07
314,2.682,4.11,2.819,3.97,0.28,10
315,1.768,3.56,2.068,1.25,0.71,4.004
316,1.312,1.42,7.641,2.84,2.52,0.248
317,1.4,4.32,5.353,0.37,0.05,1.835
318,0.0,3.71,0.234,3.51,4.09,0.122
319,2.184,1.51,3.254,3.56,0.66,3.813
320,2.136,2.8,1.62,5.27,1.08,6.063
321,3.416,1.97,1.73,4.52,0.24,0.805
322,2.152,2.19,7.57,2.18,2.03,3.404
323,3.636,5.17,0.041,1.38,0.44,6.533
324,3.168,1.93,0.754,0.44,1.18,0.346
325,2.534,3.08,0.242,1.97,0.49,7.134
326,1.864,4.67,2.257,6.49,0.57,0.958
327,3.138,2.27,4.095,3.36,0.6,3.695
328,1.62,5.53,0.776,0.14,0.06,2.939
329,1.18,5.95,1.784,0.4,0.06,1.513
330,0.395,3.15,0.081,0.12,0.27,0.645
331,1.661,2.31,0.608,2.83,0.45,2.017
332,0.0,5.6,0.05,1.35,2.58,0.074
333,4.829,0.1,0.965,2.48,0.4,0.837
334,3.11,5.07,2.801,0.76,0.25,4.382
335,0.0,3.99,0.771,0.75,1.27,1.576
336,0.439,4.24,0.43,0.09,0.13,0.245
337,0.804,0.0,0.0,0.0,0.0,1.221
338,2.235,2.58,0.961,1.64,2.17,0.388
339,2.8,1.24,0.938,10,0.37,1.556
340,3.74,1.39,0.126,5.01,3.02,2.749
341,0.769,2.01,0.053,0.11,1.53,0.083
342,1.524,0.57,0.59,3.33,0.24,2.651
343,1.26,2.05,8.239,6.17,0.31,2.894
344,3.602,5.36,1.579,0.45,1.19,8.742
345,4.265,0.6,12.314,0.46,0.74,0.585
346,2.604,1.05,1.017,2.75,0.14,3.062
347,1.699,4.54,1.869,0.5,0.66,5.029
348,0.769,4.8,0.233,0.04,3.06,0.073
349,1.304,0.98,0.921,2.5,2.4,0.777
350,0.78,2.24,1.455,0.45,0.7,2.476
351,3.552,1.46,0.0,1.38,1.36,0.626
352,3.453,3.97,0.582,3.5,0.67,6.279
353,5.813,3.7,1.108,0.81,0.37,3.496
354,2.468,6.16,1.969,0.28,0.06,0.526
355,0.0,3.56,0.318,1.29,3.95,0.165
356,0.132,0.01,3.833,3.33,0.26,1.296
357,1.794,2.6,0.602,0.06,0.16,0.172
358,2.8,3.78,3.207,7.87,0.7,10
359,2.18,3.77,1.61,2.92,2.05,0.828
360,4.376,3.19,0.4,5.48,0.33,1.916
361,0.0,3.9,1.158,0.13,0.66,1.447
362,2.401,1.16,1.881,0.8,0.19,0.114
363,1.853,3.44,1.019,0.0,0.1,0.835
364,2.814,0.63,0.464,5.21,0.16,0.185
365,4.37,1.81,0.122,1.65,0.44,1.172
366,0.0,3.63,1.079,0.73,0.7,0.371
367,3.717,4.28,2.095,0.73,1.01,2.11
368,4.326,5.05,0.745,2.88,0.25,7.755
369,0.673,3.56,0.318,1.29,3.95,0.165
370,1.123,1.05,4.393,2.33,0.49,0.511
371,0.0,0.0,0.0,0.41,0.0,0
372,2.468,3.08,1.278,7.78,0.41,0.129
373,0.604,4.75,1.538,5.23,0.39,1.529
374,1.853,6.28,0.086,0.17,0.51,0.077
375,2.523,2.03,3.601,4.57,0.9,0.373
376,1.189,4.1,3.643,0.82,2.65,0.249
377,0.0,0.0,0,0.0,0.0,0
378,1.628,0.89,0.952,2.7,0.42,5.746
379,3.19,5.03,0.288,1.39,0.77,4.094
380,3.722,2.25,1.184,3.44,1.12,3.693
381,0.0,4.88,0.317,2.66,3.34,0.221
382,4.068,1.6,0.101,4.79,0.97,6.598
383,4.236,0.05,0.04,0.33,1.91,2.517
384,3.563,2.84,4.183,5.73,0.44,4.331
385,2.306,1.4,1.572,7.1,0.8,0.187
386,0.0,3.04,0.063,0.43,2.92,0.062
387,0.0,1.9,1.343,0.0,0.54,0.144
388,3.272,1.75,0.422,0.34,2.54,7.278
389,2.355,0.64,1.63,3.66,0.57,1.02
390,0.132,2.45,1.408,3.28,1.59,0.178
391,0.22,5.7,1.079,0.44,0.64,0.207
392,2.056,2.6,1.884,0.85,2.26,0.27
393,0.0,2.85,0.631,2.71,0.62,0.211
394,0.0,3.99,1.241,0.7,0.52,1.342
395,0.22,3.16,2.163,0.28,0.76,0.904
396,2.181,3.53,1.984,7.68,0.9,0.358
397,4.718,0.77,1.617,5.13,0.83,0.85
398,2.526,2.57,3.119,1.98,1.8,0.521
399,1.469,2.06,4.023,0.42,1.88,2.467
400,1.246,1.84,1.173,10,0.65,0.255
401,2.182,3.34,0.33,10,0.44,6.992
402,1.633,2.33,2.611,6.03,0.6,1.482
403,5.611,1.76,2.11,0.12,0.16,3.883
404,3.102,1.68,4.062,2.42,0.43,0.092
405,3.253,1.15,0.658,4.49,1.28,1.973
406,0.807,2.53,1.558,0.19,0.43,4.798
407,0.439,5.62,0.071,8.31,1.06,2.005
408,0.769,2.97,1.72,0.07,0.29,2.867
409,0.961,1.51,0.0,0.0,3.99,0.038
410,1.757,1.81,4.446,4.63,0.76,0.314
411,0.874,0.0,0.0,1.66,0.0,0.438
412,0.673,1.64,0.841,2.83,0.63,0.343
413,1.257,3.41,1.559,2.76,1.39,5.878
414,0.0,2.2,0.994,5.33,0.5,0.982
415,1.134,0.99,0.651,1.76,0.3,5.804
416,2.265,2.97,1.455,0.15,0.28,0.575
417,2.619,2.21,1.611,2.86,0.39,2.023
418,2.758,2.97,1.455,0.15,0.28,0.113
419,2.207,2.55,4.261,0.23,0.44,2.467
420,0.673,3.48,2.663,5.21,2.72,0.177
421,1.802,0.75,1.016,0.55,3.27,0.13
422,3.497,5.92,1.057,0.65,0.92,4.59
423,0.0,2.2,1.548,2.92,1.1,1.77
424,3.937,1.46,0.144,0.56,0.92,0.825
425,1.853,3.7,1.108,0.81,0.37,0.966
426,2.073,3.44,0.618,4.54,0.54,1.988
427,2.484,1.63,0.603,0.53,0.21,0.412
428,2.941,2.25,1.184,5.89,1.12,5.898
429,2.163,4.18,3.125,3.7,0.49,3.489
430,1.307,0.0,0.0,0.27,0.0,0.503
431,0.0,0.0,0,0.0,0.0,0
432,4.606,2.99,1.033,1.11,0.11,7.009
433,4.837,0.91,3.315,0.78,1.41,7.674
434,2.959,2.07,2.012,2.33,0.25,1.067
435,3.492,4.57,0.599,0.35,1.31,6.194
436,0.0,4.57,0.599,0.35,1.31,0.205
437,1.049,4.0,1.457,0.24,1.77,9.485
438,1.491,4.0,1.457,0.24,1.77,6.943
439,3.492,2.84,4.183,3.29,0.44,6.998
440,2.578,4.61,0.922,0.36,0.13,1.272
441,2.435,0.56,0.13,0.7,0.17,0.706
442,3.981,2.35,0.973,0.28,0.3,1.014
443,6.599,1.68,1.526,6.05,0.65,1.356
444,0.582,1.13,3.602,0.87,2.81,0.205
445,0.0,2.12,0.0,0.0,3.27,0.06
446,0.0,0.0,0.0,0.0,0.0,0
447,1.537,2.57,1.994,5.2,1.24,0.606
448,0.769,3.93,0.431,0.12,3.96,0.188
449,3.946,2.05,1.754,1.58,1.29,5.677
450,0.0,0.48,0.787,2.53,4.22,0.024
451,0.673,4.39,2.634,0.18,0.92,0.155
452,0.0,3.13,1.769,0.89,1.19,0.379
453,0.673,0.0,0.0,2.81,3.82,0.021
454,0.0,2.14,0.34,0.1,3.55,0.899
455,0.296,0.0,2.812,4.54,2.79,5.722
456,1.716,4.62,1.799,2.64,0.22,1.838
457,2.442,4.53,0.61,0.13,0.36,6.068
458,0.368,4.59,1.094,1.08,0.6,3.58
459,2.119,0.62,5.226,0.75,0.52,5.954
460,1.452,2.82,3.903,0.53,0.38,4.234
461,3.648,0.0,0.0,2.45,0.0,3.062
462,2.792,1.59,0.828,2.85,2.69,2.393
463,1.754,0.9,0.768,1.85,0.74,2.051
464,2.016,4.29,1.389,3.1,0.49,0.132
465,0.0,2.64,0.146,2.51,4.98,0.068
466,3.492,4.59,0.685,0.74,0.5,7.803
467,0.892,1.39,0.695,0.31,0.48,0.164
468,3.893,4.02,1.327,1.42,0.16,2.025
469,3.541,2.83,3.371,0.32,0.66,1.356
470,2.44,5.25,0.822,2.32,0.47,0.581
471,0.862,0.7,2.63,4.03,2.47,0.763
472,2.268,2.25,1.184,3.44,1.12,6.488
473,0.0,0.0,0.0,0.0,0.0,0
474,0.637,5.03,0.288,1.39,0.77,7.756
475,6.627,4.67,0.977,0.66,1.19,0.496
476,2.084,2.42,1.946,2.81,0.34,1.077
477,3.879,4.15,0.304,2.92,1.11,0.668
478,0.994,2.95,4.196,0.1,0.25,10
479,2.907,4.67,0.387,4.49,0.59,3.437
480,3.492,0.99,1.111,1.2,0.36,6.091
481,1.26,3.78,3.207,2.97,0.7,4.74
482,4.741,4.57,0.599,2.8,1.31,6.0
483,0.0,0.0,0,0.0,0.0,0
484,4.052,2.25,1.184,3.44,1.12,6.554
485,3.198,4.87,0.365,0.24,0.27,0.066
486,0.813,0.0,2.646,5.89,1.72,6.425
487,2.015,0.0,2.135,1.93,1.5,0.618
488,3.14,5.61,1.618,8.84,0.4,0.619
489,2.292,3.14,0.675,5.28,0.14,1.584
490,3.945,2.49,3.387,0.66,0.43,7.902
491,3.157,2.99,1.033,3.55,0.11,1.676
492,3.399,3.99,3.608,1.12,2.42,0.695
493,2.806,2.54,2.768,3.53,0.79,6.1
494,0.892,4.67,5.708,0.74,0.55,1.383
495,0.659,0.91,0.095,3.73,1.33,0.368
496,1.191,0.91,0.095,1.29,1.33,3.761
497,1.189,3.9,1.619,0.73,2.03,0.238
498,1.99,2.58,2.106,3.22,0.23,1.992
499,0.865,5.2,0.148,0.05,2.73,0.512
500,1.716,3.18,0.774,1.31,1.06,0.559
501,0.604,0.71,0.266,7.5,3.76,0.671
502,2.147,4.61,0.922,0.36,0.13,1.272
503,4.256,1.49,5.473,3.77,0.25,3.856
504,1.647,0.78,0.626,2.85,3.35,0.702
505,3.453,2.36,0.586,0.47,0.06,7.493
506,0.0,0.0,0.0,0.0,0.0,0
507,3.207,0.0,0.0,0.51,0.0,1.356
508,3.65,4.18,0.988,0.14,0.33,0.649
509,3.014,2.25,2.082,0.33,1.37,5.897
510,3.492,3.11,0.923,3.7,1.08,7.533
511,0.003,0.0,0.0,0.31,0.0,0.0
512,4.505,2.81,2.448,3.02,1.69,0.146
513,0.0,0.0,0,0.0,0.0,0
514,5.069,2.89,1.498,1.19,0.67,5.704
515,4.678,3.86,1.652,1.89,0.57,2.292
516,2.493,3.78,3.207,0.52,0.7,7.65
517,3.113,6.07,1.077,0.41,0.24,4.66
518,2.328,1.19,0.869,8.41,0.22,1.273
519,0.003,0.0,0.0,2.51,0.0,0.194
520,0.801,0.0,0.0,0.04,0.0,0.0
521,1.4,3.58,0.72,0.15,0.5,0.484
522,0.719,0.81,0.06,3.27,2.0,6.015
523,1.889,0.0,0.0,0.0,0.0,1.221
524,2.141,1.55,1.873,6.04,0.36,0.366
525,3.195,3.61,4.963,0.69,0.91,1.925
526,0.22,0.7,0.34,0.08,0.09,0.128
527,0.988,0.96,0.066,0.11,3.22,0.069
528,0.0,0.0,0.0,0.95,4.57,0.008
529,0.0,2.79,0.051,0.14,4.18,0.028
530,1.112,1.33,7.794,0.99,0.84,0.478
531,0.9,2.4,0.892,2.42,0.59,0.613
532,2.8,2.89,0.609,0.16,0.43,2.267
533,0.0,0.0,0.0,2.45,0.0,0
534,3.205,0.56,0.31,0.84,0.75,0.585
535,0.769,2.82,0.013,0.04,1.58,0.066
536,0.0,2.12,0.0,0.0,3.27,0.06
537,2.306,0.5,0.088,0.16,0.09,0.142
538,2.689,1.73,1.415,2.26,0.24,0.737
539,3.869,1.8,1.377,3.0,1.6,0.315
540,3.036,6.65,0.694,3.85,0.49,0.604
541,1.62,0.0,0.0,0.0,0.0,0.066
